"","species","island","cycle","site","landCover","variable","estimate","standardError","LCI","UCI","modelType","modelFormulation","AIC","K","totalModelRuntime"
"2665","Trachylepis atlantica","Ilha Rata",4.1,13,"treed","initialPopulationDensity",18.376180959174,0.0146133094494466,10.6578987217301,31.6839215178328,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2666","Trachylepis atlantica","Ilha Rata",4.1,14,"treed","initialPopulationDensity",18.376180959174,0.0146133094494466,10.6578987217301,31.6839215178328,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2667","Trachylepis atlantica","Ilha Rata",4.1,15,"open","initialPopulationDensity",8.20283871136338,0.00652315193888042,4.75751868196274,14.1432051921827,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2668","Trachylepis atlantica","Ilha Rata",4.1,16,"open","initialPopulationDensity",8.20283871136338,0.00652315193888042,4.75751868196274,14.1432051921827,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2669","Trachylepis atlantica","Ilha Rata",4.1,17,"semi-open","initialPopulationDensity",14.2735344203757,0.0113507575859034,8.27842763365624,24.6102030319578,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2670","Trachylepis atlantica","Ilha Rata",4.1,18,"semi-open","initialPopulationDensity",14.2735344203757,0.0113507575859034,8.27842763365624,24.6102030319578,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2671","Trachylepis atlantica","Ilha Rata",4.1,19,"semi-open","initialPopulationDensity",14.2735344203757,0.0113507575859034,8.27842763365624,24.6102030319578,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2672","Trachylepis atlantica","Ilha Rata",4.1,20,"treed","initialPopulationDensity",18.376180959174,0.0146133094494466,10.6578987217301,31.6839215178328,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2673","Trachylepis atlantica","Ilha Rata",5,1,"treed","initialPopulationDensity",20.2341219005096,0.00149076363918492,9.78677195570851,41.8339868280952,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2674","Trachylepis atlantica","Ilha Rata",5,2,"treed","initialPopulationDensity",20.2341219005096,0.00149076363918492,9.78677195570851,41.8339868280952,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2675","Trachylepis atlantica","Ilha Rata",5,3,"treed","initialPopulationDensity",20.2341219005096,0.00149076363918492,9.78677195570851,41.8339868280952,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2676","Trachylepis atlantica","Ilha Rata",5,4,"treed","initialPopulationDensity",20.2341219005096,0.00149076363918492,9.78677195570851,41.8339868280952,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2677","Trachylepis atlantica","Ilha Rata",5,5,"treed","initialPopulationDensity",20.2341219005096,0.00149076363918492,9.78677195570851,41.8339868280952,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2678","Trachylepis atlantica","Ilha Rata",5,6,"treed","initialPopulationDensity",20.2341219005096,0.00149076363918492,9.78677195570851,41.8339868280952,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2679","Trachylepis atlantica","Ilha Rata",5,7,"treed","initialPopulationDensity",20.2341219005096,0.00149076363918492,9.78677195570851,41.8339868280952,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2680","Trachylepis atlantica","Ilha Rata",5,8,"treed","initialPopulationDensity",20.2341219005096,0.00149076363918492,9.78677195570851,41.8339868280952,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2681","Trachylepis atlantica","Ilha Rata",5,9,"treed","initialPopulationDensity",20.2341219005096,0.00149076363918492,9.78677195570851,41.8339868280952,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2682","Trachylepis atlantica","Ilha Rata",5,10,"treed","initialPopulationDensity",20.2341219005096,0.00149076363918492,9.78677195570851,41.8339868280952,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2683","Trachylepis atlantica","Ilha Rata",5,11,"treed","initialPopulationDensity",20.2341219005096,0.00149076363918492,9.78677195570851,41.8339868280952,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2684","Trachylepis atlantica","Ilha Rata",5,12,"treed","initialPopulationDensity",20.2341219005096,0.00149076363918492,9.78677195570851,41.8339868280952,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2685","Trachylepis atlantica","Ilha Rata",5,13,"treed","initialPopulationDensity",20.2341219005096,0.00149076363918492,9.78677195570851,41.8339868280952,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2686","Trachylepis atlantica","Ilha Rata",5,14,"treed","initialPopulationDensity",20.2341219005096,0.00149076363918492,9.78677195570851,41.8339868280952,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2687","Trachylepis atlantica","Ilha Rata",5,15,"open","initialPopulationDensity",9.03219438166692,0.000665453486563221,4.36866136853606,18.674035011222,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2688","Trachylepis atlantica","Ilha Rata",5,16,"open","initialPopulationDensity",9.03219438166692,0.000665453486563221,4.36866136853606,18.674035011222,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2689","Trachylepis atlantica","Ilha Rata",5,17,"semi-open","initialPopulationDensity",15.7166734510642,0.00115793734094285,7.60178769922456,32.4941755993245,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2690","Trachylepis atlantica","Ilha Rata",5,18,"semi-open","initialPopulationDensity",15.7166734510642,0.00115793734094285,7.60178769922456,32.4941755993245,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2691","Trachylepis atlantica","Ilha Rata",5,19,"semi-open","initialPopulationDensity",15.7166734510642,0.00115793734094285,7.60178769922456,32.4941755993245,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2692","Trachylepis atlantica","Ilha Rata",5,20,"treed","initialPopulationDensity",20.2341219005096,0.00149076363918492,9.78677195570851,41.8339868280952,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2693","Trachylepis atlantica","Ilha Rata",5.1,1,"treed","initialPopulationDensity",22.2799116962487,0.000152078913787733,8.98684701495214,55.2356643399788,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2694","Trachylepis atlantica","Ilha Rata",5.1,2,"treed","initialPopulationDensity",22.2799116962487,0.000152078913787733,8.98684701495214,55.2356643399788,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2695","Trachylepis atlantica","Ilha Rata",5.1,3,"treed","initialPopulationDensity",22.2799116962487,0.000152078913787733,8.98684701495214,55.2356643399788,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2696","Trachylepis atlantica","Ilha Rata",5.1,4,"treed","initialPopulationDensity",22.2799116962487,0.000152078913787733,8.98684701495214,55.2356643399788,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2697","Trachylepis atlantica","Ilha Rata",5.1,5,"treed","initialPopulationDensity",22.2799116962487,0.000152078913787733,8.98684701495214,55.2356643399788,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2698","Trachylepis atlantica","Ilha Rata",5.1,6,"treed","initialPopulationDensity",22.2799116962487,0.000152078913787733,8.98684701495214,55.2356643399788,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2699","Trachylepis atlantica","Ilha Rata",5.1,7,"treed","initialPopulationDensity",22.2799116962487,0.000152078913787733,8.98684701495214,55.2356643399788,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2700","Trachylepis atlantica","Ilha Rata",5.1,8,"treed","initialPopulationDensity",22.2799116962487,0.000152078913787733,8.98684701495214,55.2356643399788,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2701","Trachylepis atlantica","Ilha Rata",5.1,9,"treed","initialPopulationDensity",22.2799116962487,0.000152078913787733,8.98684701495214,55.2356643399788,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2702","Trachylepis atlantica","Ilha Rata",5.1,10,"treed","initialPopulationDensity",22.2799116962487,0.000152078913787733,8.98684701495214,55.2356643399788,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2703","Trachylepis atlantica","Ilha Rata",5.1,11,"treed","initialPopulationDensity",22.2799116962487,0.000152078913787733,8.98684701495214,55.2356643399788,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2704","Trachylepis atlantica","Ilha Rata",5.1,12,"treed","initialPopulationDensity",22.2799116962487,0.000152078913787733,8.98684701495214,55.2356643399788,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2705","Trachylepis atlantica","Ilha Rata",5.1,13,"treed","initialPopulationDensity",22.2799116962487,0.000152078913787733,8.98684701495214,55.2356643399788,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2706","Trachylepis atlantica","Ilha Rata",5.1,14,"treed","initialPopulationDensity",22.2799116962487,0.000152078913787733,8.98684701495214,55.2356643399788,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2707","Trachylepis atlantica","Ilha Rata",5.1,15,"open","initialPopulationDensity",9.9454028317297,6.78856397840015e-05,4.01158743218338,24.656333473341,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2708","Trachylepis atlantica","Ilha Rata",5.1,16,"open","initialPopulationDensity",9.9454028317297,6.78856397840015e-05,4.01158743218338,24.656333473341,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2709","Trachylepis atlantica","Ilha Rata",5.1,17,"semi-open","initialPopulationDensity",17.3057224015077,0.000118125937885852,6.98045314657895,42.9038089002606,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2710","Trachylepis atlantica","Ilha Rata",5.1,18,"semi-open","initialPopulationDensity",17.3057224015077,0.000118125937885852,6.98045314657895,42.9038089002606,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2711","Trachylepis atlantica","Ilha Rata",5.1,19,"semi-open","initialPopulationDensity",17.3057224015077,0.000118125937885852,6.98045314657895,42.9038089002606,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2712","Trachylepis atlantica","Ilha Rata",5.1,20,"treed","initialPopulationDensity",22.2799116962487,0.000152078913787733,8.98684701495214,55.2356643399788,"ZIP","lam(cover)gamma(.)p(JulianDate+observerID)iota(.)",294.65,850,1039.7818511645
"2713","Elaenia ridleyana","Ilha Rata",1,1,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2714","Elaenia ridleyana","Ilha Rata",1,2,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2715","Elaenia ridleyana","Ilha Rata",1,3,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2716","Elaenia ridleyana","Ilha Rata",1,4,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2717","Elaenia ridleyana","Ilha Rata",1,5,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2718","Elaenia ridleyana","Ilha Rata",1,6,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2719","Elaenia ridleyana","Ilha Rata",1,7,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2720","Elaenia ridleyana","Ilha Rata",1,8,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2721","Elaenia ridleyana","Ilha Rata",1.1,1,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2722","Elaenia ridleyana","Ilha Rata",1.1,2,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2723","Elaenia ridleyana","Ilha Rata",1.1,3,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2724","Elaenia ridleyana","Ilha Rata",1.1,4,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2725","Elaenia ridleyana","Ilha Rata",1.1,5,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2726","Elaenia ridleyana","Ilha Rata",1.1,6,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2727","Elaenia ridleyana","Ilha Rata",1.1,7,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2728","Elaenia ridleyana","Ilha Rata",1.1,8,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2729","Elaenia ridleyana","Ilha Rata",2,1,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2730","Elaenia ridleyana","Ilha Rata",2,2,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2731","Elaenia ridleyana","Ilha Rata",2,3,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2732","Elaenia ridleyana","Ilha Rata",2,4,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2733","Elaenia ridleyana","Ilha Rata",2,5,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2734","Elaenia ridleyana","Ilha Rata",2,6,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2735","Elaenia ridleyana","Ilha Rata",2,7,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2736","Elaenia ridleyana","Ilha Rata",2,8,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2737","Elaenia ridleyana","Ilha Rata",2.1,1,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2738","Elaenia ridleyana","Ilha Rata",2.1,2,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2739","Elaenia ridleyana","Ilha Rata",2.1,3,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2740","Elaenia ridleyana","Ilha Rata",2.1,4,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2741","Elaenia ridleyana","Ilha Rata",2.1,5,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2742","Elaenia ridleyana","Ilha Rata",2.1,6,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2743","Elaenia ridleyana","Ilha Rata",2.1,7,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2744","Elaenia ridleyana","Ilha Rata",2.1,8,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2745","Elaenia ridleyana","Ilha Rata",4,1,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2746","Elaenia ridleyana","Ilha Rata",4,2,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2747","Elaenia ridleyana","Ilha Rata",4,3,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2748","Elaenia ridleyana","Ilha Rata",4,4,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2749","Elaenia ridleyana","Ilha Rata",4,5,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2750","Elaenia ridleyana","Ilha Rata",4,6,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2751","Elaenia ridleyana","Ilha Rata",4,7,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2752","Elaenia ridleyana","Ilha Rata",4,8,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2753","Elaenia ridleyana","Ilha Rata",4.1,1,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2754","Elaenia ridleyana","Ilha Rata",4.1,2,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2755","Elaenia ridleyana","Ilha Rata",4.1,3,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2756","Elaenia ridleyana","Ilha Rata",4.1,4,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2757","Elaenia ridleyana","Ilha Rata",4.1,5,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2758","Elaenia ridleyana","Ilha Rata",4.1,6,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2759","Elaenia ridleyana","Ilha Rata",4.1,7,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2760","Elaenia ridleyana","Ilha Rata",4.1,8,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2761","Elaenia ridleyana","Ilha Rata",5,1,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2762","Elaenia ridleyana","Ilha Rata",5,2,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2763","Elaenia ridleyana","Ilha Rata",5,3,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2764","Elaenia ridleyana","Ilha Rata",5,4,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2765","Elaenia ridleyana","Ilha Rata",5,5,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2766","Elaenia ridleyana","Ilha Rata",5,6,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2767","Elaenia ridleyana","Ilha Rata",5,7,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2768","Elaenia ridleyana","Ilha Rata",5,8,"treed","populationGrowthRate",1.05084450854325,0.0348598159494155,0.984694308900962,1.12143857352847,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2769","Elaenia ridleyana","Ilha Rata",5.1,1,"treed","populationGrowthRate",NA,NA,NA,NA,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2770","Elaenia ridleyana","Ilha Rata",5.1,2,"treed","populationGrowthRate",NA,NA,NA,NA,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2771","Elaenia ridleyana","Ilha Rata",5.1,3,"treed","populationGrowthRate",NA,NA,NA,NA,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2772","Elaenia ridleyana","Ilha Rata",5.1,4,"treed","populationGrowthRate",NA,NA,NA,NA,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2773","Elaenia ridleyana","Ilha Rata",5.1,5,"treed","populationGrowthRate",NA,NA,NA,NA,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2774","Elaenia ridleyana","Ilha Rata",5.1,6,"treed","populationGrowthRate",NA,NA,NA,NA,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2775","Elaenia ridleyana","Ilha Rata",5.1,7,"treed","populationGrowthRate",NA,NA,NA,NA,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2776","Elaenia ridleyana","Ilha Rata",5.1,8,"treed","populationGrowthRate",NA,NA,NA,NA,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2777","Elaenia ridleyana","Ilha Rata",1,1,"treed","detectionProbability",0.00512077891291673,0.00143410982817764,0.00295575322586446,0.00885755111217359,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2778","Elaenia ridleyana","Ilha Rata",1,2,"treed","detectionProbability",0.00512077891291673,0.00143410982817764,0.00295575322586446,0.00885755111217359,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2779","Elaenia ridleyana","Ilha Rata",1,3,"treed","detectionProbability",0.00512077891291673,0.00143410982817764,0.00295575322586446,0.00885755111217359,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2780","Elaenia ridleyana","Ilha Rata",1,4,"treed","detectionProbability",0.00512077891291673,0.00143410982817764,0.00295575322586446,0.00885755111217359,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2781","Elaenia ridleyana","Ilha Rata",1,5,"treed","detectionProbability",0.00512077891291673,0.00143410982817764,0.00295575322586446,0.00885755111217359,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2782","Elaenia ridleyana","Ilha Rata",1,6,"treed","detectionProbability",0.00512077891291673,0.00143410982817764,0.00295575322586446,0.00885755111217359,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2783","Elaenia ridleyana","Ilha Rata",1,7,"treed","detectionProbability",0.00512077891291673,0.00143410982817764,0.00295575322586446,0.00885755111217359,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
"2784","Elaenia ridleyana","Ilha Rata",1,8,"treed","detectionProbability",0.00512077891291673,0.00143410982817764,0.00295575322586446,0.00885755111217359,"P","lam(.)gamma(.)p(.)iota(.)",249.68,850,273.682991568247
